갈래,업체명,권역,시도,업체명,허가현황,자료출처
수집·운반,(주)시온산업,수도권,경기도,(주)시온산업,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)시온산업[구.(주)성일산업(주).방주환경]],수도권,경기도,(주)시온산업[구.(주)성일산업(주).방주환경]],수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)신호정유(오산),수도권,경기도,(주)신호정유(오산),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)씨에스그린,수도권,경기도,(주)씨에스그린,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)씨에스에코,수도권,경기도,(주)씨에스에코,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 중간처분업 · 처리방법 기타 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)아주환경연구소(운반),수도권,경기도,(주)아주환경연구소(운반),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)에이에스엠,수도권,경기도,(주)에이에스엠,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)에이엠,수도권,경기도,(주)에이엠,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)에코존,수도권,경기도,(주)에코존,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)엠케이그린에너지산업,수도권,경기도,(주)엠케이그린에너지산업,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)용마환경,수도권,경기도,(주)용마환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)원엔원,수도권,경기도,(주)원엔원,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)이솔루션,수도권,경기도,(주)이솔루션,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)일광자원,수도권,경기도,(주)일광자원,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)일진환경자원,수도권,경기도,(주)일진환경자원,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)자산이에스,수도권,경기도,(주)자산이에스,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)자연산업,수도권,경기도,(주)자연산업,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)재운환경산업,수도권,경기도,(주)재운환경산업,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)정인산업개발,수도권,경기도,(주)정인산업개발,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)지엔티,수도권,경기도,(주)지엔티,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)지인테크,수도권,경기도,(주)지인테크,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)진성건설에너지,수도권,경기도,(주)진성건설에너지,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 중간처분업 · 처리방법 기타 · 한강유역환경청 / 중간 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)케이에스에너지(운반),수도권,경기도,(주)케이에스에너지(운반),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)케이투제이개발,수도권,경기도,(주)케이투제이개발,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)케이환경(지정),수도권,경기도,(주)케이환경(지정),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)클린코리아,수도권,경기도,(주)클린코리아,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)클린코리아 경기사업소,수도권,경기도,(주)클린코리아 경기사업소,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)클린환경,수도권,경기도,(주)클린환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)탑에코,수도권,경기도,(주)탑에코,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)하나이앤에스(운반),수도권,경기도,(주)하나이앤에스(운반),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)하이테크,수도권,경기도,(주)하이테크,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)하이텍코리아,수도권,경기도,(주)하이텍코리아,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)화성에너텍,수도권,경기도,(주)화성에너텍,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,거해지엔씨(주),수도권,경기도,거해지엔씨(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,경기환경,수도권,경기도,경기환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,고려상사,수도권,경기도,고려상사,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,고성피앤피,수도권,경기도,고성피앤피,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,광진데코(주),수도권,경기도,광진데코(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,기민이엔지(주),수도권,경기도,기민이엔지(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,기성산업환경(주),수도권,경기도,기성산업환경(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,까치환경(주)(운반),수도권,경기도,까치환경(주)(운반),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,꿈에그린(주),수도권,경기도,꿈에그린(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,나로환경,수도권,경기도,나로환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,남양그린(주),수도권,경기도,남양그린(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대성리사이클,수도권,경기도,대성리사이클,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대성자원 (수집운반),수도권,경기도,대성자원 (수집운반),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대양그린산업,수도권,경기도,대양그린산업,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대일개발(주),수도권,경기도,대일개발(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 중간처분업 · 처리방법 소각 · 한강유역환경청 / 중간처분업 · 처리방법 기타 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대진개발(주),수도권,경기도,대진개발(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,덕산실업(주),수도권,경기도,덕산실업(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,덕은인터라인정유(주),수도권,경기도,덕은인터라인정유(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,동일특운(주),수도권,경기도,동일특운(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,디에이치산업(주),수도권,경기도,디에이치산업(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,디에이치환경(주),수도권,경기도,디에이치환경(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,미래폴,수도권,경기도,미래폴,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,미래환경(지정),수도권,경기도,미래환경(지정),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,부경산업(주),수도권,경기도,부경산업(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 중간처분업 · 처리방법 소각 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,비노텍(주),수도권,경기도,비노텍(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 중간처분업 · 처리방법 소각 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,서원환경,수도권,경기도,서원환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,성림유화(주),수도권,경기도,성림유화(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 중간처분업 · 처리방법 소각 · 한강유역환경청 / 중간처분업 · 처리방법 기타 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,세방정유(주),수도권,경기도,세방정유(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,세방환경(주),수도권,경기도,세방환경(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,신대한정유산업(주),수도권,경기도,신대한정유산업(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 중간처분업 · 처리방법 소각 · 한강유역환경청 / 중간처분업 · 처리방법 기타 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,신성화학,수도권,경기도,신성화학,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,아이엔지환경개발(주),수도권,경기도,아이엔지환경개발(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,에코환경,수도권,경기도,에코환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,예름사(주),수도권,경기도,예름사(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,오복환경,수도권,경기도,오복환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,용문산업(주),수도권,경기도,용문산업(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,유진에너지(주),수도권,경기도,유진에너지(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,이엔래비스(주),수도권,경기도,이엔래비스(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,인바이오텍(주) 화성지점,수도권,경기도,인바이오텍(주) 화성지점,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 중간처분업 · 처리방법 기타 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,인영리싸이클링(주),수도권,경기도,인영리싸이클링(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,일진환경(주),수도권,경기도,일진환경(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,주식회사 그린이앤씨,수도권,경기도,주식회사 그린이앤씨,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,주식회사 세진,수도권,경기도,주식회사 세진,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,주식회사 화인에코,수도권,경기도,주식회사 화인에코,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,주식회사금왕산업개발,수도권,경기도,주식회사금왕산업개발,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,지알에스환경(주),수도권,경기도,지알에스환경(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,태양환경 주식회사,수도권,경기도,태양환경 주식회사,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,하나케이주식회사,수도권,경기도,하나케이주식회사,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,한국석유공업(주),수도권,경기도,한국석유공업(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,한국위험물환경기도술(주),수도권,경기도,한국위험물환경기도술(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,한국환경개발(주),수도권,경기도,한국환경개발(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 중간처분업 · 처리방법 소각 · 한강유역환경청 / 중간처분업 · 처리방법 기타 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,합자회사 서진,수도권,경기도,합자회사 서진,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,해성상사,수도권,경기도,해성상사,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,효원환경(주) 용인지점,수도권,경기도,효원환경(주) 용인지점,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)경기개발에너지,수도권,서울특별시,(주)경기개발에너지,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)경희,수도권,서울특별시,(주)경희,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)녹색사람들,수도권,서울특별시,(주)녹색사람들,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)동명엔터프라이즈,수도권,서울특별시,(주)동명엔터프라이즈,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)동부티엔에스,수도권,서울특별시,(주)동부티엔에스,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)마이누리,수도권,서울특별시,(주)마이누리,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)삼표,수도권,서울특별시,(주)삼표,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)서울산업컨설팅,수도권,서울특별시,(주)서울산업컨설팅,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,덕양엔지니어링(주),수도권,서울특별시,덕양엔지니어링(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,삼희환경,수도권,서울특별시,삼희환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,주식회사 에스티모빅,수도권,서울특별시,주식회사 에스티모빅,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)가달이엔티,수도권,인천광역시,(주)가달이엔티,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)남동이엔지,수도권,인천광역시,(주)남동이엔지,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)드림월드개발,수도권,인천광역시,(주)드림월드개발,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)북부환경,수도권,인천광역시,(주)북부환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)삼화정유,수도권,인천광역시,(주)삼화정유,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 중간 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)삼화정유(운반)경유시,수도권,인천광역시,(주)삼화정유(운반)경유시,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)새움,수도권,인천광역시,(주)새움,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)선방,수도권,인천광역시,(주)선방,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)세명이앤지,수도권,인천광역시,(주)세명이앤지,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)신대한환경,수도권,인천광역시,(주)신대한환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)유니환경,수도권,인천광역시,(주)유니환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)유성엔텍[구.유성엔텍],수도권,인천광역시,(주)유성엔텍[구.유성엔텍],수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)이지엔텍,수도권,인천광역시,(주)이지엔텍,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)이피코리아,수도권,인천광역시,(주)이피코리아,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)정인로지스,수도권,인천광역시,(주)정인로지스,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)정화,수도권,인천광역시,(주)정화,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)지앤에스환경,수도권,인천광역시,(주)지앤에스환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)한강건설환경,수도권,인천광역시,(주)한강건설환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)한정특수,수도권,인천광역시,(주)한정특수,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)향우,수도권,인천광역시,(주)향우,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)현성환경개발,수도권,인천광역시,(주)현성환경개발,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,경인환경에너지(주),수도권,인천광역시,경인환경에너지(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 중간처분업 · 처리방법 소각 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,광성환경(주),수도권,인천광역시,광성환경(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,그린텍(Green Tec),수도권,인천광역시,그린텍(Green Tec),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,나우엔텍,수도권,인천광역시,나우엔텍,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,남동에너지(주),수도권,인천광역시,남동에너지(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,대성자원(검단점),수도권,인천광역시,대성자원(검단점),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대한민국상이군경회 인천광역시지부 지정폐기물사업소,수도권,인천광역시,대한민국상이군경회 인천광역시지부 지정폐기물사업소,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,도명특송 주식회사,수도권,인천광역시,도명특송 주식회사,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,동국종합상사,수도권,인천광역시,동국종합상사,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,동양탱크산업,수도권,인천광역시,동양탱크산업,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,삼호환경(주),수도권,인천광역시,삼호환경(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,신오케미칼(주),수도권,인천광역시,신오케미칼(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,에스지개발(주)(남동구),수도권,인천광역시,에스지개발(주)(남동구),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,에이치환경,수도권,인천광역시,에이치환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,예담환경(주),수도권,인천광역시,예담환경(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,욱성산업(주),수도권,인천광역시,욱성산업(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,유성이엔텍,수도권,인천광역시,유성이엔텍,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,이가환경,수도권,인천광역시,이가환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,이경화학주식회사,수도권,인천광역시,이경화학주식회사,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,인성코퍼레이션(주),수도권,인천광역시,인성코퍼레이션(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,인하환경,수도권,인천광역시,인하환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,주식회사 동원환경,수도권,인천광역시,주식회사 동원환경,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,주식회사 베르데산업,수도권,인천광역시,주식회사 베르데산업,수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,진성산업개발(주),수도권,인천광역시,진성산업개발(주),수집·운반업 · 처리방법 수집·운반 · 한강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)근영케미칼,전라권역,광주광역시,(주)근영케미칼,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)대림정유,전라권역,광주광역시,(주)대림정유,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)무등환경,전라권역,광주광역시,(주)무등환경,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)빛고을환경,전라권역,광주광역시,(주)빛고을환경,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)아이온,전라권역,광주광역시,(주)아이온,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)전남클린코리아,전라권역,광주광역시,(주)전남클린코리아,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)중경,전라권역,광주광역시,(주)중경,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)지구환경서비스,전라권역,광주광역시,(주)지구환경서비스,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,DS스틸,전라권역,광주광역시,DS스틸,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,자연환경(유),전라권역,광주광역시,자연환경(유),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(유)미림산업,전라권역,전라남도,(유)미림산업,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(유)천하환경,전라권역,전라남도,(유)천하환경,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)가나환경,전라권역,전라남도,(주)가나환경,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)그린(여수),전라권역,전라남도,(주)그린(여수),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)그린포트(여수),전라권역,전라남도,(주)그린포트(여수),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)녹색환경산업(여수),전라권역,전라남도,(주)녹색환경산업(여수),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)대신환경(전남여수),전라권역,전라남도,(주)대신환경(전남여수),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)명진,전라권역,전라남도,(주)명진,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)목포청결사,전라권역,전라남도,(주)목포청결사,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)상록,전라권역,전라남도,(주)상록,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)세윤,전라권역,전라남도,(주)세윤,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)순천에코환경,전라권역,전라남도,(주)순천에코환경,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)신정개발,전라권역,전라남도,(주)신정개발,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
